From country,Albania,Andorra,Armenia,Austria,Belarus,Belgium,Bosnia & Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Lithuania,Luxembourg,Macedonia,Malta,Moldova,Monaco,Montenegro,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,The Netherlands,Turkey,Ukraine,United Kingdom
Czech Republic,1.1538461538461535,3.5,5.666666666666667,2.5,1.8333333333333333,2.6153846153846154,3.6666666666666665,4.333333333333333,1.5833333333333333,1.95,0.0,2.5,1.3846153846153846,1.0714285714285714,0.5833333333333334,1.5454545454545454,0.25,0.8125,3.4285714285714284,2.25,5.166666666666667,2.2222222222222223,2.5,0.7272727272727273,0.0,2.1666666666666665,3.1818181818181817,2.727272727272727,0.0,0.8,1.818181818181818,3.1666666666666665,3.7142857142857135,0.8571428571428571,5.9,1.7142857142857142,3.25,0.0,3.5,0.0,4.764705882352941,1.375,3.4545454545454546,1.1666666666666667,6.8,1.25
Denmark,1.3478260869565215,0.0,0.4444444444444444,2.775,0.25,3.1578947368421053,4.222222222222222,3.117647058823529,0.3703703703703703,2.051282051282051,0.75,0.0,3.44,2.0,1.7073170731707317,0.3125,4.547619047619048,1.135135135135135,1.9230769230769231,5.551724137931035,4.4523809523809526,0.925925925925926,2.9166666666666665,1.962962962962963,2.0,1.7254901960784317,2.896551724137931,1.6666666666666667,2.8,0.625,5.604166666666667,1.3,0.9393939393939394,2.3703703703703702,2.9,0.0,1.0,0.0,0.8461538461538461,0.8809523809523809,8.74,3.1621621621621623,4.177777777777778,2.727272727272727,2.7586206896551726,3.357142857142857
Estonia,0.15,1.6,0.75,3.2222222222222223,2.0869565217391304,3.4444444444444446,0.0833333333333333,3.5,0.9,2.4545454545454546,3.615384615384616,4.689655172413793,0.0,6.461538461538462,1.7241379310344829,3.230769230769231,1.7142857142857142,0.9705882352941176,3.962962962962963,3.25,3.555555555555556,2.0,7.705882352941177,4.076923076923077,0.0,0.6666666666666666,2.5,0.9130434782608696,0.6666666666666666,0.0,4.903225806451613,1.2608695652173914,1.2608695652173914,1.32,8.166666666666666,1.818181818181818,0.5909090909090909,0.8571428571428571,1.1538461538461535,0.4482758620689655,6.84375,2.3684210526315788,3.5,0.7368421052631579,4.52,1.827586206896552
F.Y.R. Macedonia,10.473684210526317,0.2,1.5294117647058822,0.7,2.0,1.5714285714285714,7.25,7.619047619047619,6.761904761904762,1.5238095238095235,3.111111111111111,1.2916666666666667,1.4285714285714286,1.619047619047619,0.7142857142857143,0.8,0.5238095238095238,2.4545454545454546,1.45,0.5,0.7619047619047619,3.636363636363636,1.5555555555555556,0.6666666666666666,0.0,0.0,3.136363636363636,2.75,0.0,6.75,1.32,0.8125,1.4375,3.2916666666666665,3.388888888888889,1.25,9.529411764705882,0.75,4.176470588235294,0.238095238095238,2.36,0.6,1.3157894736842106,7.8125,3.8333333333333335,1.3333333333333333
Finland,1.3478260869565215,0.8333333333333334,1.2083333333333333,2.425,0.7,2.8,2.65,3.142857142857143,0.9130434782608696,2.571428571428572,2.625,2.8684210526315788,7.555555555555555,0.0,2.8372093023255816,1.1764705882352942,1.8837209302325584,1.843137254901961,4.52,4.567567567567568,3.394736842105264,5.344827586206897,2.294117647058824,1.4,2.894736842105264,1.2037037037037035,1.862068965517241,1.5,2.125,0.25,3.7777777777777777,1.4090909090909092,2.05,1.2,4.7407407407407405,0.7272727272727273,2.111111111111111,0.5,1.6363636363636365,1.818181818181818,6.239130434782608,3.575,2.725,1.71875,2.263157894736842,2.409090909090909
France,1.05,0.0,7.888888888888889,2.4047619047619047,0.8571428571428571,3.928571428571429,2.84,4.3125,1.1333333333333333,1.3255813953488371,1.5833333333333333,2.617021276595745,2.176470588235294,1.1904761904761905,0.0,0.5882352941176471,2.4680851063829787,2.395833333333333,2.125,1.8108108108108107,2.4878048780487805,5.233333333333333,1.3333333333333333,0.4166666666666667,3.111111111111111,1.3070175438596492,1.837837837837838,2.260869565217391,3.375,0.7,1.4230769230769231,3.08,5.627906976744186,3.4444444444444446,2.290322580645161,0.3846153846153846,4.478260869565218,0.1428571428571428,1.1071428571428572,3.125,3.169811320754717,2.6486486486486487,3.22,5.277777777777778,1.1111111111111112,3.1666666666666665
Georgia,0.7647058823529411,0.0,9.125,3.363636363636364,5.117647058823529,3.533333333333333,0.3333333333333333,2.4285714285714284,1.1,3.5,2.083333333333333,1.5,3.5384615384615383,0.0666666666666666,1.125,0.0,0.9375,2.55,1.2857142857142858,0.8125,0.0,2.5384615384615383,4.642857142857143,6.1875,0.0,0.4814814814814814,2.066666666666667,3.533333333333333,0.0,0.0,2.1904761904761907,1.5,3.642857142857143,1.5625,4.8125,2.6666666666666665,1.5909090909090908,0.0,1.25,0.125,4.136363636363637,1.0833333333333333,2.0625,4.111111111111111,7.85,0.375
Germany,1.55,0.0,3.2777777777777777,2.581395348837209,0.0952380952380952,2.7142857142857144,3.2916666666666665,3.555555555555556,3.074074074074074,1.4736842105263157,1.3333333333333333,3.0,1.8888888888888888,2.05,2.5319148936170213,1.5,0.0,3.441860465116279,2.7916666666666665,2.34375,3.382978723404255,3.333333333333333,2.6956521739130435,0.6428571428571429,2.210526315789474,2.159090909090909,2.3684210526315788,1.238095238095238,2.875,0.25,3.1724137931034484,5.384615384615385,2.5609756097560976,1.903225806451613,3.566666666666667,0.1,3.333333333333333,0.0,1.0689655172413792,1.75,4.236363636363636,3.372093023255814,3.7083333333333335,5.777777777777778,1.7307692307692308,3.1875
Greece,8.583333333333334,0.8,6.869565217391305,2.4615384615384617,2.6842105263157894,2.0,0.8695652173913043,5.461538461538462,1.4814814814814814,10.666666666666666,1.7333333333333334,1.1842105263157894,1.8666666666666667,1.891304347826087,3.372093023255814,4.882352941176471,0.8571428571428571,0.0,1.6071428571428572,1.5526315789473684,2.8421052631578947,4.0,0.8333333333333334,0.4782608695652174,1.6,0.1458333333333333,2.8666666666666667,3.739130434782609,2.2857142857142856,1.6363636363636365,1.8666666666666667,1.6296296296296295,1.871794871794872,4.708333333333333,5.7,2.4545454545454546,2.631578947368421,1.4,0.9629629629629628,3.2790697674418605,1.5,2.3142857142857145,1.871794871794872,1.2,3.238095238095238,1.976744186046512
Hungary,2.0588235294117645,0.0,1.75,3.0,2.066666666666667,2.466666666666667,0.0909090909090909,5.538461538461538,2.2,1.9130434782608696,3.9166666666666665,4.48,2.391304347826087,1.894736842105263,0.6666666666666666,1.625,1.1428571428571428,2.6923076923076925,0.0,4.909090909090909,3.2,2.5,1.4666666666666666,0.7647058823529411,0.0,1.7333333333333334,2.4347826086956523,2.3,0.0,0.3636363636363636,4.076923076923077,3.421052631578948,1.8823529411764703,3.095238095238096,4.25,2.4,2.952380952380953,0.0,2.2777777777777777,0.8571428571428571,3.44,2.375,4.916666666666667,2.727272727272727,3.3157894736842106,1.809523809523809
Iceland,2.125,1.2,1.0869565217391304,2.875,1.0,2.3823529411764706,0.782608695652174,1.0,1.6296296296296295,2.5121951219512195,4.222222222222222,7.515151515151516,3.678571428571429,4.555555555555555,2.833333333333333,0.9375,2.142857142857143,1.5952380952380951,3.3703703703703702,0.0,2.6451612903225805,2.238095238095238,2.75,1.391304347826087,1.125,1.3541666666666667,1.6875,1.4285714285714286,0.0,0.1538461538461538,5.45945945945946,2.2,3.1944444444444446,2.1904761904761907,3.206896551724138,0.9166666666666666,2.235294117647059,1.6666666666666667,1.25,0.7222222222222222,6.857142857142857,3.0,3.375,1.1071428571428572,2.727272727272727,1.2222222222222223
Ireland,0.5,1.0,0.2105263157894736,2.8043478260869565,0.6666666666666666,3.441860465116279,1.1428571428571428,4.888888888888889,1.1612903225806452,2.441860465116279,1.8,3.979591836734694,4.137931034482759,2.5128205128205128,2.8260869565217392,1.0769230769230769,3.217391304347826,1.3863636363636365,1.608695652173913,1.9090909090909087,0.0,3.3448275862068964,6.1,6.258064516129032,3.611111111111111,0.9166666666666666,3.34375,1.809523809523809,2.125,0.0,3.854545454545456,3.72,1.0526315789473684,3.892857142857143,3.678571428571429,0.0,0.7368421052631579,1.2,1.3448275862068966,1.0212765957446808,4.372549019607843,3.25,3.7083333333333335,0.7058823529411765,2.3461538461538463,4.659574468085107
Italy,6.615384615384615,0.0,1.0,2.4838709677419355,0.7272727272727273,2.206896551724138,2.2,3.7777777777777777,0.6666666666666666,2.5,0.4444444444444444,3.1515151515151514,3.090909090909091,1.12,4.066666666666666,1.4166666666666667,2.8666666666666667,2.1785714285714284,1.0,2.0,3.6,0.0,1.2142857142857142,1.6,2.5625,1.75,4.222222222222222,6.4375,6.6,1.0,2.657142857142857,4.133333333333334,2.083333333333333,6.071428571428571,3.1875,2.0,2.571428571428572,0.0,1.4210526315789471,3.1666666666666665,2.5135135135135136,3.2142857142857144,2.225806451612903,1.5333333333333334,6.875,3.333333333333333
Latvia,0.4230769230769231,0.0,1.631578947368421,1.6842105263157894,3.117647058823529,3.5454545454545454,0.25,2.0,1.2,1.2307692307692308,1.3636363636363635,4.0,9.047619047619047,2.3684210526315788,1.2916666666666667,3.235294117647059,1.8333333333333333,0.9615384615384616,1.4545454545454546,2.9166666666666665,2.5,2.6153846153846154,0.0,7.625,0.0,1.0833333333333333,2.52,2.68,0.0,0.2,4.266666666666667,1.681818181818182,3.421052631578948,0.88,8.178571428571429,0.4444444444444444,0.6842105263157895,0.0,1.5416666666666667,0.5416666666666666,5.323529411764706,1.894736842105263,3.0,0.1333333333333333,5.857142857142857,1.25
Lithuania,0.0434782608695652,0.5,0.5263157894736842,3.0869565217391304,3.772727272727273,3.555555555555556,0.4375,2.473684210526316,0.9642857142857144,1.3076923076923077,2.4545454545454546,2.290322580645161,5.875,2.388888888888889,2.4166666666666665,9.1875,1.3333333333333333,1.4,1.380952380952381,2.571428571428572,3.185185185185185,3.692307692307693,9.947368421052632,0.0,0.0,0.3333333333333333,1.6923076923076923,2.055555555555556,0.0,0.0,4.25,3.55,2.0,1.0,6.875,0.0,0.7619047619047619,0.0,1.4782608695652173,0.5,4.8,2.333333333333333,3.1923076923076925,0.9411764705882352,5.769230769230769,0.9166666666666666
Luxembourg,0.0,0.0,0.0,0.7777777777777778,0.0,2.526315789473684,0.0,0.0,0.0,0.6666666666666666,0.0,1.625,0.0,1.105263157894737,4.944444444444445,0.0,3.526315789473684,1.933333333333333,0.0,1.625,5.333333333333333,3.375,0.0,0.0,0.0,0.0,6.75,0.0,3.4,0.0,1.736842105263158,0.0,2.6842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,3.526315789473684,3.2777777777777777,4.2105263157894735,3.588235294117647,1.1875,0.0,6.473684210526316
Malta,1.35,0.6,2.6,1.4666666666666666,2.6842105263157894,1.5416666666666667,1.2,5.1875,2.84375,3.71875,1.25,2.7058823529411766,1.3571428571428572,1.25,0.9705882352941176,1.8125,0.9696969696969696,3.823529411764706,1.2142857142857142,2.375,3.1333333333333333,8.944444444444445,3.2857142857142856,1.2142857142857142,6.25,1.7333333333333334,0.0,1.2857142857142858,0.25,2.0,2.7142857142857144,0.84,1.0,3.689655172413793,4.125,3.1666666666666665,1.3,5.4,1.1153846153846154,1.411764705882353,4.904761904761905,3.103448275862069,3.657142857142857,3.2222222222222223,3.5416666666666665,3.941176470588236
Moldova,1.1428571428571428,1.0,4.0,1.4444444444444444,5.133333333333334,2.0526315789473686,1.5,4.636363636363637,1.1875,1.4545454545454546,2.4545454545454546,1.1153846153846154,2.4285714285714284,1.1578947368421053,0.6842105263157895,3.7142857142857135,0.5263157894736842,2.75,1.173913043478261,1.4210526315789471,0.5294117647058824,2.230769230769231,1.45,1.6470588235294117,0.0,2.351851851851852,1.4444444444444444,0.0,1.0,1.4615384615384617,3.347826086956522,0.7647058823529411,3.2857142857142856,11.681818181818182,8.75,2.1,1.4736842105263157,2.333333333333333,0.7894736842105263,0.6842105263157895,3.185185185185185,1.6363636363636365,1.24,1.2222222222222223,7.739130434782608,0.2631578947368421
Monaco,0.75,0.0,0.0,1.6666666666666667,0.3333333333333333,3.25,5.6,0.0,3.2,6.0,0.0,5.5,1.6666666666666667,3.0,6.625,0.0,4.0,3.875,0.0,2.0,3.4444444444444446,3.0,2.5,2.75,2.0,0.2222222222222222,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.75,0.0,0.0,0.0,0.0,2.333333333333333,1.75,2.75,3.2222222222222223,3.555555555555556,1.8333333333333333,3.0,5.25
Montenegro,9.307692307692308,0.0,4.0,0.2307692307692307,2.0,1.125,9.625,3.2222222222222223,6.0,2.0,0.9333333333333332,1.9375,0.5,0.3125,0.8,0.3076923076923077,0.0,4.0,2.3,1.6111111111111112,0.4444444444444444,5.083333333333333,0.3846153846153846,0.2727272727272727,0.0,5.333333333333333,3.333333333333333,2.9473684210526314,0.0,0.0,2.588235294117647,0.375,1.8571428571428568,2.2857142857142856,6.473684210526316,3.0,11.1875,0.0,5.294117647058823,0.4,2.4545454545454546,0.7142857142857143,0.7777777777777778,2.5,4.0625,0.1333333333333333
Norway,1.0,0.4,0.3684210526315789,1.5952380952380951,0.2222222222222222,2.41025641025641,4.380952380952381,4.705882352941177,1.1,1.7179487179487178,2.0,5.938775510204081,2.423076923076923,3.769230769230769,3.042553191489361,0.1111111111111111,2.1702127659574466,1.9772727272727275,2.1923076923076925,5.21875,3.653061224489796,2.8666666666666667,3.0,4.6,2.0,1.4722222222222223,2.351351351351352,1.5,1.25,0.4285714285714285,0.0,2.9285714285714284,1.5853658536585369,3.0689655172413794,2.7586206896551726,0.0,3.0,0.0,0.9333333333333332,1.2291666666666667,7.703703703703703,3.0,3.24,1.5945945945945943,2.0,2.5
Poland,0.95,1.4,4.25,2.1052631578947367,2.3529411764705883,4.565217391304348,1.0526315789473684,2.583333333333333,1.0909090909090908,1.2142857142857142,2.583333333333333,3.0,2.9130434782608696,2.863636363636364,1.8846153846153848,3.111111111111111,2.56,1.806451612903225,4.130434782608695,2.48,2.3043478260869565,3.083333333333333,3.35,2.590909090909091,0.0,1.3333333333333333,1.16,2.263157894736842,0.3333333333333333,0.0,3.787878787878788,0.0,2.3461538461538463,2.25,3.08,0.6,2.4285714285714284,1.0,2.677419354838709,0.8076923076923077,4.258064516129032,2.333333333333333,2.44,0.6470588235294118,7.434782608695652,1.5
Portugal,1.0454545454545454,2.0,1.1764705882352942,2.1666666666666665,0.7894736842105263,3.902439024390244,0.9090909090909092,3.1538461538461537,1.7083333333333333,1.5121951219512195,3.2142857142857144,2.0,3.576923076923077,1.238095238095238,3.0232558139534884,1.3846153846153846,3.8372093023255816,2.4130434782608696,2.238095238095238,2.717948717948718,3.282051282051282,7.296296296296297,3.2,2.1904761904761907,4.0,0.8333333333333334,1.7857142857142858,7.411764705882353,2.25,1.2,2.1702127659574466,0.6666666666666666,0.0,4.722222222222222,3.227272727272727,0.75,2.0,1.8,1.8846153846153848,4.181818181818182,3.8,2.6842105263157894,2.8421052631578947,0.5675675675675675,5.85,3.5454545454545454
Romania,1.0526315789473684,0.0,3.111111111111111,2.0476190476190474,0.7777777777777778,2.2222222222222223,1.411764705882353,3.2857142857142856,1.9,2.5,1.8333333333333333,2.8,0.7391304347826086,1.0,0.6086956521739131,0.4615384615384615,1.608695652173913,6.384615384615385,6.181818181818182,1.3157894736842106,1.9583333333333333,3.5454545454545454,0.7647058823529411,0.4761904761904761,0.0,2.453703703703704,2.44,11.136363636363637,0.0,0.875,2.4516129032258065,1.4375,1.8666666666666667,0.0,4.923076923076923,0.9,2.3125,1.0,1.6666666666666667,2.0869565217391304,3.0,2.863636363636364,3.2962962962962963,6.6875,2.4545454545454546,0.8695652173913043
Russia,0.8636363636363636,0.8,9.842105263157896,1.2272727272727273,6.846153846153846,3.3157894736842106,0.7142857142857143,0.5,1.375,2.64,0.8888888888888888,2.103448275862069,2.3703703703703702,1.5909090909090908,2.4,5.384615384615385,1.52,3.8620689655172415,2.16,1.24,1.6956521739130437,2.1666666666666665,1.4285714285714286,2.0,0.0,1.888888888888889,2.2857142857142856,6.8,0.0,0.7272727272727273,3.896551724137931,1.6,0.2352941176470588,2.833333333333333,0.0,0.8181818181818182,2.45,0.3333333333333333,2.272727272727273,0.84,2.433333333333333,1.2941176470588236,1.1724137931034482,1.4705882352941178,6.434782608695652,1.52
San Marino,4.636363636363637,0.0,3.857142857142857,0.8571428571428571,0.0,2.363636363636364,1.0,5.0,1.8,3.5625,2.4545454545454546,2.125,0.8125,1.2142857142857142,0.8571428571428571,1.3333333333333333,1.0,6.166666666666667,2.782608695652174,3.0,2.3,6.769230769230769,3.5,1.4166666666666667,0.0,0.5,3.875,3.642857142857143,0.0,2.4166666666666665,4.052631578947368,1.7857142857142858,2.4,1.8,3.7777777777777777,0.0,1.8823529411764703,0.0,1.6153846153846154,0.0714285714285714,4.0,1.3,4.222222222222222,6.333333333333333,3.142857142857143,2.2142857142857144
Serbia,0.7058823529411765,0.0,1.3333333333333333,1.4166666666666667,1.3157894736842106,2.933333333333333,9.75,5.428571428571429,6.357142857142857,2.0588235294117645,1.9,1.8695652173913044,1.0526315789473684,0.5833333333333334,0.5625,0.8947368421052632,1.125,4.0,7.090909090909091,1.5714285714285714,0.2307692307692307,4.833333333333333,0.4615384615384615,1.4210526315789471,0.0,11.3,2.3125,3.0588235294117645,0.0,9.857142857142858,2.863636363636364,0.4375,2.5,1.4666666666666666,5.555555555555555,0.5555555555555556,0.0,2.333333333333333,5.705882352941177,0.125,3.631578947368421,2.2,1.8888888888888888,0.3333333333333333,4.142857142857143,0.625
Slovakia,0.8,0.0,3.5,2.75,1.0,5.4,4.555555555555555,0.0,4.5,2.571428571428572,0.0,2.6666666666666665,4.8,0.3333333333333333,0.0,0.0,3.1666666666666665,3.4444444444444446,2.0,2.7142857142857144,3.375,2.5,0.0,1.1666666666666667,0.0,0.3333333333333333,6.857142857142857,2.2857142857142856,0.0,0.0,3.375,1.8,1.8571428571428568,1.0,1.5,0.0,3.5,0.0,1.5,0.5714285714285714,5.625,1.0,1.0,0.5,4.285714285714286,2.4285714285714284
Slovenia,1.8421052631578947,1.0,1.0588235294117647,3.409090909090909,1.1,3.0,6.863636363636363,3.466666666666667,7.36,1.4848484848484849,4.416666666666667,3.8125,2.074074074074074,1.4090909090909092,1.3103448275862069,0.8,1.5,1.78125,1.826086956521739,1.96,1.5714285714285714,4.866666666666666,3.0,0.7307692307692307,1.0,4.541666666666667,1.148148148148148,2.363636363636364,0.0,5.25,3.3714285714285714,1.3333333333333333,1.92,1.5833333333333333,3.5384615384615383,0.3333333333333333,8.409090909090908,0.6,0.0,0.6896551724137931,4.864864864864865,2.6842105263157894,2.6666666666666665,0.8571428571428571,3.0689655172413794,1.6551724137931034
Spain,1.0,10.8,5.041666666666667,2.255813953488372,0.3888888888888889,2.875,0.5,6.230769230769231,1.206896551724138,2.3617021276595747,4.466666666666667,2.1627906976744184,1.8484848484848484,1.7,2.645833333333333,0.8125,4.229166666666667,3.4909090909090907,2.2758620689655173,2.9047619047619047,3.511627906976744,7.033333333333333,1.35,0.6086956521739131,2.6842105263157894,0.0,2.6875,3.583333333333333,2.125,0.4166666666666667,1.84,1.2222222222222223,4.977777777777778,7.041666666666667,3.1875,1.5833333333333333,1.368421052631579,0.4,1.2222222222222223,0.0,3.313725490196078,1.564102564102564,2.891304347826087,1.5277777777777777,3.863636363636364,2.7142857142857144
Sweden,1.35,0.4,2.136363636363636,2.3488372093023258,0.2352941176470588,2.238095238095238,5.08,1.6666666666666667,0.8387096774193549,2.152173913043478,1.2857142857142858,6.020833333333333,4.25,4.475,2.5531914893617023,0.9375,2.6382978723404253,1.5813953488372092,2.6,5.135135135135135,5.186046511627907,2.1379310344827585,2.3043478260869565,1.5,2.888888888888889,0.875,2.5675675675675675,2.04,3.142857142857143,1.1538461538461535,5.607843137254902,1.875,2.0454545454545454,1.7777777777777777,3.21875,0.0,3.4705882352941178,0.6,1.0,0.8958333333333334,0.0,2.102564102564102,3.42,2.333333333333333,1.9642857142857144,2.770833333333333
Switzerland,6.666666666666667,0.0,0.3333333333333333,2.813953488372093,0.0952380952380952,2.075,4.941176470588236,2.25,3.607142857142857,1.7,0.9166666666666666,1.5217391304347827,1.0434782608695652,2.0232558139534884,3.5454545454545454,0.125,3.636363636363636,2.441860465116279,2.583333333333333,2.1515151515151514,4.282608695652174,5.2,2.3,1.3448275862068966,1.368421052631579,3.522727272727273,1.878787878787879,0.8235294117647058,2.0,0.5,2.7884615384615383,1.35,4.447368421052632,1.1785714285714286,1.16,0.0,7.944444444444445,0.0,0.5454545454545454,3.511111111111111,3.8,0.0,3.5476190476190474,4.4,1.0869565217391304,3.1555555555555554
